ID,sentence1,sentence2,manual_similarity
146,පුද්ගලයින් 6 දෙනෙක් ශුෂ්ක බිමක පන්දුවක් සමඟ සෙල්ලක් කරති,මිනිසුන් පිරිසක් උඩ පනියි,0.33
147,පුද්ගලයින් 6 දෙනෙක් ශුෂ්ක බිමක පන්දුවක් සමඟ සෙල්ලක් කරති,ඉරි තැලුණු බිමක් මත බෝලයක් උඩ දමම්න් පිරිසක් උඩ පනියි ,0.53
148,මිනිසුන් පිරිසක් උඩ පනියි ,මිනිසුන් පිරිසක් උඩ පනියි,0.93
149,මිනිසුන් පිරිසක් උඩ පනියි ,ඉරි තැලුණු බිමක් මත බෝලයක් උඩ දමම්න් පිරිසක් උඩ පනියි ,0.53
150,මිනිසුන් පිරිසක් උඩ පනියි,ඉරි තැලුණු බිමක් මත බෝලයක් උඩ දමම්න් පිරිසක් උඩ පනියි ,0.53
151,කරණමක් ගසන හිම ක්‍රීඩා කරුවකු,කඳු සහිත ප්‍රදේශයක පුදලයෙක් හිමේ ස්කීං ක්‍රීඩාවේ යෙදෙයි,0.47
152,කරණමක් ගසන හිම ක්‍රීඩා කරුවකු,මිනිසෙකු හිම ක්‍රීඩාවේ යෙදෙමින් ගුවනේ පාවෙයි ,0.6
153,කරණමක් ගසන හිම ක්‍රීඩා කරුවකු,පුද්ගලයෙක් හිම ක්‍රීඩාවේ යෙදෙයි,0.53
154,කරණමක් ගසන හිම ක්‍රීඩා කරුවකු,වර්ණවත් ඇදුමින් සරසුණු මිනිසෙක් හිම මත ලිස්ස විත් පිම්මක් පනියි ,0.73
155,කඳු සහිත ප්‍රදේශයක පුදලයෙක් හිමේ ස්කීං ක්‍රීඩාවේ යෙදෙයි,මිනිසෙකු හිම ක්‍රීඩාවේ යෙදෙමින් ගුවනේ පාවෙයි ,0.6
156,කඳු සහිත ප්‍රදේශයක පුදලයෙක් හිමේ ස්කීං ක්‍රීඩාවේ යෙදෙයි,පුද්ගලයෙක් හිම ක්‍රීඩාවේ යෙදෙයි,0.6
157,කඳු සහිත ප්‍රදේශයක පුදලයෙක් හිමේ ස්කීං ක්‍රීඩාවේ යෙදෙයි,වර්ණවත් ඇදුමින් සරසුණු මිනිසෙක් හිම මත ලිස්ස විත් පිම්මක් පනියි ,0.47
158,මිනිසෙකු හිම ක්‍රීඩාවේ යෙදෙමින් ගුවනේ පාවෙයි ,පුද්ගලයෙක් හිම ක්‍රීඩාවේ යෙදෙයි,0.67
159,මිනිසෙකු හිම ක්‍රීඩාවේ යෙදෙමින් ගුවනේ පාවෙයි ,වර්ණවත් ඇදුමින් සරසුණු මිනිසෙක් හිම මත ලිස්ස විත් පිම්මක් පනියි ,0.67
160,පුද්ගලයෙක් හිම ක්‍රීඩාවේ යෙදෙයි,වර්ණවත් ඇදුමින් සරසුණු මිනිසෙක් හිම මත ලිස්ස විත් පිම්මක් පනියි ,0.53
161,ටෙනිස් ක්‍රීඩා කරුවකු පිත්ත ඔසවා බෝලයට පහර දෙයි,කොළ පැහැති කමිසයක හා නිල් පැහැති තොප්පියක් පැළඳ සිටින ක්‍රීඩකයා ටෙනිස් ක්‍රීඩාවේ යෙදෙයි,0.53
162,ටෙනිස් ක්‍රීඩා කරුවකු පිත්ත ඔසවා බෝලයට පහර දෙයි,ක්‍රීඩකයෙකු ටෙනිස් ක්‍රීඩාවේ යෙදී සිටියි ,0.6
163,ටෙනිස් ක්‍රීඩා කරුවකු පිත්ත ඔසවා බෝලයට පහර දෙයි,ක්‍රීඩකයෙක් ටෙනිස් ක්‍රීඩාවේ යෙදෙයි,0.67
164,ටෙනිස් ක්‍රීඩා කරුවකු පිත්ත ඔසවා බෝලයට පහර දෙයි,ටෙනිස් ක්‍රීඩකයෙක් පන්දුවට පහරක් එල්ල කරයි ,0.73
165,කොළ පැහැති කමිසයක හා නිල් පැහැති තොප්පියක් පැළඳ සිටින ක්‍රීඩකයා ටෙනිස් ක්‍රීඩාවේ යෙදෙයි,ක්‍රීඩකයෙකු ටෙනිස් ක්‍රීඩාවේ යෙදී සිටියි ,0.67
166,කොළ පැහැති කමිසයක හා නිල් පැහැති තොප්පියක් පැළඳ සිටින ක්‍රීඩකයා ටෙනිස් ක්‍රීඩාවේ යෙදෙයි,ක්‍රීඩකයෙක් ටෙනිස් ක්‍රීඩාවේ යෙදෙයි,0.67
167,කොළ පැහැති කමිසයක හා නිල් පැහැති තොප්පියක් පැළඳ සිටින ක්‍රීඩකයා ටෙනිස් ක්‍රීඩාවේ යෙදෙයි,ටෙනිස් ක්‍රීඩකයෙක් පන්දුවට පහරක් එල්ල කරයි ,0.53
168,ක්‍රීඩකයෙකු ටෙනිස් ක්‍රීඩාවේ යෙදී සිටියි ,ක්‍රීඩකයෙක් ටෙනිස් ක්‍රීඩාවේ යෙදෙයි,1
169,ක්‍රීඩකයෙකු ටෙනිස් ක්‍රීඩාවේ යෙදී සිටියි ,ටෙනිස් ක්‍රීඩකයෙක් පන්දුවට පහරක් එල්ල කරයි ,0.67
170,ක්‍රීඩකයෙක් ටෙනිස් ක්‍රීඩාවේ යෙදෙයි,ටෙනිස් ක්‍රීඩකයෙක් පන්දුවට පහරක් එල්ල කරයි ,0.67
171,පැසිපන්දු ක්‍රීඩාවේ යෙදෙන ක්‍රීඩකයන් තුන් දෙනෙක් ,පැසිපන්දු ක්‍රීඩකයෝ තිදෙනෙක් ගුවනේ ඇති පන්දුව දෙස ඇස් යොමු කරමින් සිටිති,0.6
172,පැසිපන්දු ක්‍රීඩාවේ යෙදෙන ක්‍රීඩකයන් තුන් දෙනෙක් ,ක්‍රීඩකයන් පැසි පන්දු ක්‍රීඩාවේ යෙදී සිටී ,0.8
173,පැසිපන්දු ක්‍රීඩාවේ යෙදෙන ක්‍රීඩකයන් තුන් දෙනෙක් ,ක්‍රීඩකයන් අවධානයෙන් බලා සිටියි,0.33
174,පැසිපන්දු ක්‍රීඩාවේ යෙදෙන ක්‍රීඩකයන් තුන් දෙනෙක් ,බාස්කට් බෝල් ක්‍රීඩකයෝ තිදෙනෙක් ඉතා උනන්දුවෙන් යමක් දෙස බලා සිටිති ,0.4
175,පැසිපන්දු ක්‍රීඩකයෝ තිදෙනෙක් ගුවනේ ඇති පන්දුව දෙස ඇස් යොමු කරමින් සිටිති,ක්‍රීඩකයන් පැසි පන්දු ක්‍රීඩාවේ යෙදී සිටී ,0.47
176,පැසිපන්දු ක්‍රීඩකයෝ තිදෙනෙක් ගුවනේ ඇති පන්දුව දෙස ඇස් යොමු කරමින් සිටිති,ක්‍රීඩකයන් අවධානයෙන් බලා සිටියි,0.6
